우체국구분코드,우체국우편번호,관내우체국명,지방청명,총괄국명,우체국주소,우체국전화번호,우체국FAX번호,우편영업시간,금융영업시간
21858,25154,영귀미우체국,강원청,홍천우체국,강원특별자치도 홍천군 영귀미면 공작산로 510,033-436-6000,033-436-5787,09:00~18:00,09:00~16:30
65458,46981,부산감전2동우편취급국,부산청,부산사상우체국,부산 사상구 새벽로 178,051-323-0110,051-322-1426,09:00~18:00,미운영
65421,47023,부산학장공단우편취급국,부산청,부산사상우체국,부산 사상구 대동로 182,051-324-0110,051-324-0110,09:00~18:00,미운영
65467,46986,부산동감전우편취급국,부산청,부산사상우체국,부산 사상구 학감대로237번길 39,051-316-5852,051-316-5852,09:00~18:00,미운영
50895,57380,담양대덕우체국,전남청,담양우체국,전남 담양군 대덕면 대조동1길 1,061-382-1875,061-383-1350,09:00~18:00,09:00~16:30
52004,57392,담양가사문학우체국,전남청,담양우체국,전남 담양군 가사문학면 가사문학로 1120,061-382-1375,061-383-1372,09:00~18:00,09:00~16:30
40371,12418,가평우체국,경인청,가평우체국,경기 가평군 가평읍 보납로 2 (가평우체국),031-582-2001,031-582-8001,09:00~18:00,09:00~16:30
42179,12452,청평우체국,경인청,가평우체국,경기 가평군 청평면 잠곡로 19 (청평우체국),031-584-2002,031-584-1222,09:00~18:00,09:00~16:30
42188,12438,가평조종우체국,경인청,가평우체국,경기 가평군 조종면 현창로 31 (가평조종우체국),031-585-2005,031-585-4977,09:00~18:00,09:00~16:30
42204,12467,설악우체국,경인청,가평우체국,경기 가평군 설악면 신천중앙로 109 (설악우체국),031-584-7060,031-585-4803,09:00~18:00,09:00~16:30
42197,12407,가평북면우체국,경인청,가평우체국,경기 가평군 북면 가화로 967 (북면우체국),031-582-0012,031-582-9675,09:00~12:00,09:00~12:00
44002,12444,상면우체국,경인청,가평우체국,경기  가평군 상면 청군로 1107 (상면우체국),031-585-2000,031-585-0002,09:00~18:00,09:00~16:30
50859,57302,용면우체국,전남청,담양우체국,전남 담양군 용면 추월산로 376,061-382-2475,0505-005-1883,09:00~12:00,09:00~12:00
50126,57344,담양우체국,전남청,담양우체국,전남 담양군 담양읍 추성로 1328,061-380-2080,061-383-0111,09:00~18:00,09:00~16:30
51561,57946,순천왕조동우체국,전남청,순천우체국,전남 순천시 봉화3길 3 (조례동),061-722-4113,061-722-4100,09:00~18:00,09:00~16:30
54393,57964,순천조곡동우체국,전남청,순천우체국,전남 순천시 역전길 43 (조곡동),061-744-2001,061-741-0004,09:00~18:00,09:00~16:30
53163,57906,순천서면우체국,전남청,순천우체국,전남 순천시 서면 북차길 98-36,061-752-9001,061-753-1355,09:00~18:00,09:00~16:30
57090,55614,장수장계우체국,전북청,장수우체국,전북특별자치도 장수군 장계면 한들로 94,063-352-1366,063-351-4151,09:00~18:00,09:00~16:30
57081,55659,장수번암우체국,전북청,장수우체국,전북특별자치도 장수군 번암면 장수로 471,063-353-2600,063-352-4605,09:00~18:00,09:00~16:30
58220,55647,장수산서우체국,전북청,장수우체국,전북특별자치도 장수군 산서면 보산로 1852,063-351-4000,063-351-4150,09:00~18:00,09:00~16:30
58257,55602,장수계북우체국,전북청,장수우체국,전북특별자치도 장수군 계북면 장무로 970,063-352-1100,063-352-4604,09:00~18:00,09:00~16:30
58239,55623,장수계남우체국,전북청,장수우체국,전북특별자치도 장수군 계남면 장수로 3078,063-352-0900,063-351-3107,09:00~18:00,09:00~16:30
58248,55607,장수천천우체국,전북청,장수우체국,전북특별자치도 장수군 천천면 송탄로 43,063-352-0500,063-352-4606,09:00~18:00,09:00~16:30
53190,57919,상사우체국,전남청,순천우체국,전남 순천시 상사면 상사호길 332,061-745-2800,061-745-6643,09:00~18:00,09:00~16:30
40308,17895,평택우체국,경인청,평택우체국,경기 평택시 중앙로 63 (비전동),031-8053-3121,031-652-0555,09:00~18:00,09:00~16:30
41823,17757,송탄우체국,경인청,평택우체국,평택시 탄현로 336 (지산동),031-662-9100,031-662-0340,09:00~18:00,09:00~16:30
41725,17872,평택비전2동우체국,경인청,평택우체국,평택시 평남로 726 (비전2동),031-657-2005,031-657-2800,09:00~18:00,09:00~16:30
51525,57938,순천삼산동우체국,전남청,순천우체국,전남 순천시 중앙로 248 (석현동),061-752-3470,061-752-1391,09:00~18:00,09:00~16:30
51543,57959,순천남정동우체국,전남청,순천우체국,전남 순천시 우석로 144 (남정동),061-743-7181,061-743-1308,09:00~18:00,09:00~16:30
51570,57908,승주우체국,전남청,순천우체국,전남 순천시 승주읍 승평동길 7,061-754-6132,061-754-5845,09:00~18:00,09:00~16:30
61334,47039,부산엄궁동우체국,부산청,부산사상우체국,부산 사상구 낙동대로 784-4,051-325-2004,051-325-7823,09:00~18:00,09:00~16:30
50537,61441,광주법원우체국,전남청,광주우체국,광주 동구 준법로 7-12 (지산동),062-232-3876,062-228-1339,09:00~18:00,09:00~16:30
60293,53043,통영우체국,부산청,통영우체국,경남 통영시 중앙로 325 (무전동),055-650-2004,0505-005-1597,09:00~18:00,09:00~16:30
20146,25920,삼척우체국,강원청,삼척우체국,강원특별자치도 삼척시 진주로 36,033-570-5700,033-574-2005,09:00~18:00,09:00~16:30
70262,36239,봉화우체국,경북청,봉화우체국,경북 봉화군 봉화읍 봉화로 1158,054-679-0100,054-679-0181,09:00~18:00,09:00~16:30
31470,31960,해미우체국,충청청,서산우체국,충남 서산시 해미면 남문2로 117 (읍내리),041-688-2005,041-688-2115,09:00~18:00,09:00~16:30
31489,31945,운산우체국,충청청,서산우체국,충남 서산시 운산면 운암로 1005 (갈산리),041-663-3800,041-662-0730,09:00~18:00,09:00~16:30
31498,31930,성연우체국,충청청,서산우체국,충남 서산시 성연면 성연로 210-10 (평리),041-662-7800,041-662-2463,09:00~18:00,09:00~16:30
31505,31909,서산대산우체국,충청청,서산우체국,충남 서산시 대산읍 구진천로 22-3 (대산리),041-663-8800,041-681-6002,09:00~18:00,09:00~16:30
31514,32015,인지우체국,충청청,서산우체국,충남 서산시 인지면 무학로 1683 (둔당리),041-662-1800,041-664-7985,09:00~18:00,09:00~16:30
35478,31982,서산동문동우체국,충청청,서산우체국,충남 서산시 고운로 165 (동문동),041-669-3461,041-669-3463,09:00~18:00,09:00~16:30
35067,31990,서산읍내우편취급국,충청청,서산우체국,충남 서산시 동헌로 83 (읍내동),041-664-0062,041-668-0062,09:00~18:00,미운영
35076,32009,서산오남우편취급국,충청청,서산우체국,충남 서산시 덕지천로 437 (오남동),041-665-8392,041-665-8392,09:00~18:00,미운영
33750,32027,고북우체국,충청청,서산우체국,충남 서산시 고북면 고북1로 258 (가구리),041-663-1800,041-663-2002,09:00~18:00,09:00~16:30
33769,31936,음암우체국,충청청,서산우체국,충남 서산시 음암면 운암로 361-3 (도당리),041-663-5800,041-662-4954,09:00~18:00,09:00~16:30
33778,31919,서산지곡우체국,충청청,서산우체국,충남 서산시 지곡면 화천1로 96 (화천리),041-662-8800,041-662-9000,09:00~18:00,09:00~16:30
33787,32019,서산부석우체국,충청청,서산우체국,충남 서산시 부석면 취평2길 30-1 (취평리),041-662-3800,041-667-3800,09:00~18:00,09:00~16:30
33796,31924,서산팔봉우체국,충청청,서산우체국,충남 서산시 팔봉면 팔봉1로 405-1 (어송리),041-662-5800,041-663-0854,09:00~18:00,09:00~16:30
70271,36822,예천우체국,경북청,예천우체국,경북 예천군 예천읍 군청길 27,054-653-2800,0505-005-2033,09:00~18:00,09:00~16:30
71554,36858,예천용궁우체국,경북청,예천우체국,경북 예천군 용궁면 용궁로 86,054-653-6100,054-652-3708,09:00~18:00,09:00~16:30
71572,36810,예천감천우체국,경북청,예천우체국,경북 예천군 감천면  포리2길 16-7,054-652-6100,054-652-2079,09:00~18:00,09:00~16:30
71563,36865,예천풍양우체국,경북청,예천우체국,경북 예천군 풍양면 낙상2길 48,054-653-7100,054-652-1390,09:00~18:00,09:00~16:30
72524,36853,예천지보우체국,경북청,예천우체국,경북 예천군 지보면 지보로 160,054-653-3100,054-652-3063,09:00~18:00,09:00~16:30
73558,36803,예천은풍우체국,경북청,예천우체국,경북 예천군 은풍면 은풍로 76-2,054-652-7100,054-652-7719,09:00~18:00,09:00~16:30
75052,36709,안동우편집중국,경북청,안동우편집중국,경북 안동시 축제장길 262 (운흥동),054-850-2512,054-850-2542,09:00~18:00,미운영
56762,54079,전주지법군산지원우체국,전북청,군산우체국,전북특별자치도 군산시 법원로 68,062-452-7800,063-452-8793,09:00~18:00,09:00~16:30
57590,54046,군산성산우체국,전북청,군산우체국,전북특별자치도 군산시 성산면 동군산로 52,063-453-0200,063-453-9449,09:00~18:00,09:00~16:30
56655,54520,익산여산우체국,전북청,익산우체국,전북특별자치도 익산시 여산면 가람로 382,063-836-5000,063-835-7842,09:00~18:00,09:00~16:30
57349,55902,임실신덕우체국,전북청,임실우체국,전북특별자치도 임실군 신덕면 수지로 99,063-643-0402,063-643-6820,09:00~18:00,09:00~16:30
11610,04363,서울용문동우체국,서울청,서울용산우체국,서울 용산구 원효로41길 47 (원효로3가),02-715-1436,02-3273-6249,09:00~18:00,09:00~16:30
11629,04352,서울남영동우체국,서울청,서울용산우체국,서울 용산구 두텁바위로 6-1 (남영동),02-793-2005,02-795-7656,09:00~18:00,09:00~16:30
11638,04327,서울후암동우체국,서울청,서울용산우체국,서울 용산구 후암로 58-1 (후암동),02-754-2005,02-754-4001,09:00~18:00,09:00~16:30
11656,04345,서울이태원우체국,서울청,서울용산우체국,서울 용산구 녹사평대로 212 (이태원동),02-798-2005,02-798-7448,09:00~18:00,09:00~16:30
21812,26145,정선남면우체국,강원청,정선우체국,강원특별자치도 정선군 남면 문은단로 2-2,033-591-1002,033-591-5190,09:00~18:00,09:00~16:30
21821,26104,구절우체국,강원청,정선우체국,강원특별자치도 정선군 여량면 노추산로 764-11,033-562-5002,033-562-5001,09:00~18:00,09:00~16:30
41967,12711,퇴촌우체국,경인청,경기광주우체국,경기 광주시 퇴촌면 광동로 29,031-767-3200,031-767-3345,09:00~18:00,09:00~16:30
43747,12735,초월우체국,경인청,경기광주우체국,경기 광주시 초월읍 경충대로 1243-9,031-766-2202,031-766-2258,09:00~18:00,09:00~16:30
43756,12804,곤지암우체국,경인청,경기광주우체국,경기 광주시 곤지암읍 곤지암로 56,031-762-6001,031-762-6055,09:00~18:00,09:00~16:30
43765,12815,도척우체국,경인청,경기광주우체국,경기 광주시 도척면 노곡로 47-7,031-762-5001,031-762-5665,09:00~18:00,09:00~16:30
45518,12785,경기광주태전우편취급국,경인청,경기광주우체국,경기 광주시 고불로 109-9(태전동),031-767-2007,031-767-2008,09:00~18:00,미운영
54008,58691,목포우성우편취급국,전남청,목포우체국,전남 목포시 교육로 37  (상동),061-284-2202,061-284-2202,09:00~18:00,미운영
53958,58753,목포영해동우편취급국,전남청,목포우체국,전남 목포시 해안로249번길 5  (보광동1가),061-242-2332,061-242-2332,09:00~18:00,미운영
73549,36835,예천용문우체국,경북청,예천우체국,경북 예천군 용문면 상금시장길 6-6,054-655-8100,054-655-4201,09:00~18:00,09:00~16:30
73567,36848,예천호명우체국,경북청,예천우체국,경북 예천군 호명면 오천길 5,054-652-3100,054-652-8737,09:00~18:00,09:00~16:30
73576,36840,예천유천우체국,경북청,예천우체국,경북 예천군 유천면 예성로 693-1,054-653-5100,054-652-8871,09:00~18:00,09:00~16:30
73521,36815,예천보문우체국,경북청,예천우체국,경북 예천군 보문면 미호길 136,054-654-1100,054-654-1361,09:00~18:00,09:00~16:30
73530,36801,예천효자우체국,경북청,예천우체국,경북 예천군 효자면 도효자로 1469,054-653-2100,054-652-9885,09:00~18:00,09:00~16:30
72257,36842,322군사출장소,경북청,예천우체국,경북 예천군 유천면 예성로 357(연천리 380),054-653-9100,054-652-3295,13:00~15:00,미운영
74064,37912,포항오천우체국,경북청,포항우체국,경북 포항시 남구 오천읍 세계길 10,054-292-2000,054-291-9184,09:00~18:00,09:00~16:30
50635,61665,광주방림동우체국,전남청,광주우체국,광주 남구 봉선중앙로134번길 16 (방림동),062-671-6090,062-671-7001,09:00~18:00,09:00~16:30
66811,46759,부산신호동우체국,부산청,부산강서우체국,부산 강서구 신호산단2로 43-31,051-831-8172,051-831-8174,09:00~18:00,09:00~16:30
63383,46702,부산대저동우체국,부산청,부산강서우체국,부산 강서구 대저로 290,051-973-0003,051-973-0074,09:00~18:00,09:00~16:30
10391,04526,서울소공동우체국,서울청,서울중앙우체국,"서울 중구 남대문로1길 34, 1층 (북창동)",02-757-2660,02-776-2660,09:00~18:00,09:00~16:30
10293,04549,서울을지로4가우체국,서울청,서울중앙우체국,서울 중구 을지로 154-2 (을지로4가) ☎ 02-2265-3117,02-2273-6505,02-2273-5333,09:00~18:00,09:00~16:30
10373,04512,서울태평로우체국,서울청,서울중앙우체국,"서울 중구 칠패로 42, 로비층 (봉래동1가)",02-6949-6941~2,02-3783-7027,09:00~18:00,09:00~16:30
10328,04618,서울퇴계로5가우체국,서울청,서울중앙우체국,서울 중구 퇴계로 270 (장충동2가),02-2273-6508,02-2265-2005,09:00~18:00,09:00~16:30
10337,04569,서울흥인동우체국,서울청,서울중앙우체국,서울 중구 다산로 253 (흥인동),02-2236-0500,0505-005-1113,09:00~18:00,09:00~16:30
53181,58019,해룡우체국,전남청,순천우체국,전남 순천시 해룡면 월전길 31,061-724-4151,061-724-1303,09:00~18:00,09:00~16:30
51981,57553,목사동우체국,전남청,곡성우체국,전남 곡성군 목사동면 주목로 758,061-362-1502,061-362-1349,09:00~18:00,09:00~16:30
66973,46762,부산명지오션시티우체국,부산청,부산강서우체국,"부산 강서구 명지오션시티9로 45, 1층",051-271-8990,051-271-8992,09:00~18:00,09:00~16:30
56440,55951,임실오수우체국,전북청,임실우체국,전북특별자치도 임실군 오수면 삼일로 19,063-642-5001,063-642-1964,09:00~18:00,09:00~16:30
11665,04401,서울한남동우체국,서울청,서울용산우체국,서울 용산구 대사관로 49 (한남동),02-794-2205,02-792-0881,09:00~18:00,09:00~16:30
11674,04394,서울보광동우체국,서울청,서울용산우체국,서울 용산구 보광로 25 (보광동),02-793-0205,02-793-1028,09:00~18:00,09:00~16:30
13963,04313,서울청파3가우편취급국,서울청,서울용산우체국,서울 용산구 청파로47길 7 (청파동3가),02-713-1364,02-719-0133,09:00~18:00,미운영
11110,06325,서울개포1동우체국,서울청,서울강남우체국,서울 강남구 선릉로 36(개포동),02-575-0205,02-571-0004,09:00~18:00,09:00~16:30
13285,06136,서울역삼한라취급국,서울청,서울강남우체국,서울 강남구 봉은사로30길 42,02-563-0588,미운영,09:00~18:00,미운영
13347,06092,서울해청아파트취급국,서울청,서울강남우체국,서울 강남구 학동로56길 45(삼성동),02-547-0203,02-549-0206,09:00~18:00,미운영
13392,06035,서울신사현대취급국,서울청,서울강남우체국,서울 강남구 강남대로 620 206호(신사동),02-542-0092,02-542-0092,09:00~18:00,미운영
13436,06280,서울대치우성취급국,서울청,서울강남우체국,서울 강남구 남부순환로 2917 2층(대치동),02-561-0340,0504-146-4947,09:00~18:00,미운영
61861,51461,창원대방동우체국,부산청,창원우체국,경남 창원시 성산구 대암로105번길 6,055-284-0106,055-284-1206,09:00~18:00,09:00~16:30
61870,51492,창원가음정동우체국,부산청,창원우체국,경남 창원시 성산구 원이대로863번길 20,055-281-0004,055-284-2040,09:00~18:00,09:00~16:30
61889,51427,창원반송동우체국,부산청,창원우체국,경남 창원시 성산구 원이대로473번길 15,055-283-0205,055-284-0201,09:00~18:00,09:00~16:30
61898,51414,창원두대동우체국,부산청,창원우체국,경남 창원시 성산구 대원로93번길 6,055-273-8005,055-273-2050,09:00~18:00,09:00~16:30
61905,51150,창원사림동우체국,부산청,창원우체국,경남 창원시 의창구 사림로 94,055-263-0004,055-284-2051,09:00~18:00,09:00~16:30
61914,51181,창원봉곡동우체국,부산청,창원우체국,경남 창원시 의창구 지귀로119번길 2,055-238-2005,055-238-2911,09:00~18:00,09:00~16:30
61923,51564,창원양곡동우체국,부산청,창원우체국,경남 창원시 성산구 신촌로 31,055-286-0002,055-286-2600,09:00~18:00,09:00~16:30
61932,51374,창원팔용동우체국,부산청,창원우체국,경남 창원시 의창구 팔용로 437,055-296-2001,055-252-2006,09:00~18:00,09:00~16:30
61941,51195,창원중동우체국,부산청,창원우체국,경남 창원시 의창구 서상로 74-1,055-293-0001,055-252-2005,09:00~18:00,09:00~16:30
61950,51168,창원도계동우체국,부산청,창원우체국,경남 창원시 의창구 태복산로3번길 7,055-277-0001,055-277-0171,09:00~18:00,09:00~16:30
63141,51456,창원지방법원우체국,부산청,창원우체국,경남 창원시 성산구 창이대로 681,055-266-2297,055-266-2263,09:00~18:00,09:00~16:30
52157,59137,완도금당우체국,전남청,완도우체국,전남 완도군 금당면 차우길 22,061-844-0304,0505-005-1895,08:00~17:00,08:00~16:30
51614,58033,별량우체국,전남청,순천우체국,전남 순천시 별량면 별량길 163,061-742-7100,061-742-1302,09:00~18:00,09:00~16:30
52175,57915,순천외서우편취급국,전남청,순천우체국,전남 순천시 외서면 반월로 2,061-755-0160,061-755-0161,09:00~18:00,09:00~16:30
21330,25053,현남우체국,강원청,양양우체국,강원특별자치도 양양군 현남면 인구중앙길 42,033-671-6611,033-671-6612,09:00~18:00,09:00~16:30
53207,57918,낙안우체국,전남청,순천우체국,전남 순천시 낙안면 삼일로 11,061-754-2502,061-754-2599,09:00~18:00,09:00~16:30
64246,52543,사천서포우체국,부산청,사천우체국,경남 사천시 서포면 서포로 295,055-853-1601,055-853-4116,09:00~18:00,09:00~16:30
41752,17933,안중우체국,경인청,평택우체국,경기 평택시 안중읍 안중로99번길 17-2,031-681-2002,031-681-2005,09:00~18:00,09:00~16:30
41743,17819,오성우체국,경인청,평택우체국,경기 평택시 오성면 숙성시장길 68,031-681-4000,031-681-4005,09:00~18:00,09:00~16:30
43050,17811,청북우체국,경인청,평택우체국,평택시 청북읍 신포길 70,031-683-5000,031-683-5005,09:00~18:00,09:00~16:30
43087,17746,평택송탄공단우체국,경인청,평택우체국,경기 평택시 산단로64번길 8 (모곡동),031-668-2005,031-668-2006,09:00~18:00,09:00~16:30
50091,57051,영광우체국,전남청,영광우체국,전남 영광군 영광읍 중앙로 200,061-351-2001,061-351-0199,09:00~18:00,09:00~16:30
50779,57013,법성포우체국,전남청,영광우체국,전남 영광군 법성면 진굴비길 50,061-356-2001,061-356-1360,09:00~18:00,09:00~16:30
51963,57068,낙월우체국,전남청,영광우체국,전남 영광군 낙월면 낙월길 52-4,061-352-3201,061-352-1352,09:00~18:00,09:00~16:30
52371,57054,대마우체국,전남청,영광우체국,전남 영광군 대마면 영장로 259-1,061-352-4001,061-352-1358,09:00~18:00,09:00~16:30
52380,57056,묘량우체국,전남청,영광우체국,전남 영광군 묘량면 묘량로 271,061-352-6001,061-352-1341,09:00~18:00,09:00~16:30
52399,57059,불갑우체국,전남청,영광우체국,전남 영광군 불갑면 함영로4길 21,061-352-8001,061-352-1377,09:00~18:00,09:00~16:30
52406,57033,영광군서우체국,전남청,영광우체국,전남 영광군 군서면 군서로 5,061-352-3001,061-352-1309,09:00~18:00,09:00~16:30
52415,57066,염산우체국,전남청,영광우체국,전남 영광군 염산면 칠산로 75,061-352-9001,0505-005-1889,09:00~18:00,09:00~16:30
52424,57006,홍농우체국,전남청,영광우체국,전남 영광군 홍농읍 홍농로 450,061-356-0001,061-356-7860,09:00~18:00,09:00~16:30
52433,57028,백수우체국,전남청,영광우체국,전남 영광군 백수읍 백수로 989,061-352-7001,061-352-1305,09:00~18:00,09:00~16:30
20208,24372,춘천효자동우체국,강원청,춘천우체국,강원특별자치도 춘천시 공지로 287,033-252-9926,033-251-0300,09:00~18:00,09:00~16:30
20217,24273,춘천소양로우체국,강원청,춘천우체국,강원특별자치도 춘천시 금강로 34,033-252-8874,033-251-4100,09:00~18:00,09:00~16:30
20226,24237,춘천사우동우체국,강원청,춘천우체국,강원특별자치도 춘천시 영서로2771번길 3,033-255-0100,033-255-1022,09:00~18:00,09:00~16:30
20235,24297,춘천후평동우체국,강원청,춘천우체국,강원특별자치도 춘천시 후석로 354,033-252-9914,033-257-6003,09:00~18:00,09:00~16:30
20244,24313,춘천후평3동우체국,강원청,춘천우체국,강원특별자치도 춘천시 후석로 240,033-256-9914,033-242-9905,09:00~18:00,09:00~16:30
20262,24326,춘천석사동우체국,강원청,춘천우체국,강원특별자치도 춘천시 우석로 39,033-263-0100,033-263-2332,09:00~18:00,09:00~16:30
21296,24456,춘천칠전동우체국,강원청,춘천우체국,강원특별자치도 춘천시 칠전동길 51,033-263-8558,033-263-8559,09:00~18:00,09:00~16:30
21303,24211,춘천동면우체국,강원청,춘천우체국,강원특별자치도 춘천시 동면 가산로 82,033-241-0273,033-242-1006,14:00~18:00,14:00~18:00
22444,24420,춘천퇴계동우체국,강원청,춘천우체국,강원특별자치도 춘천시 퇴계농공로 36,033-263-4588,033-261-4388,09:00~18:00,09:00~16:30
21910,24327,춘천거두우편취급국,강원청,춘천우체국,강원특별자치도 춘천시 공지로 118,033-261-4105,033-261-8586,09:00~18:00,미운영
22453,24252,한림대학교우편취급국,강원청,춘천우체국,강원특별자치도 춘천시 한림대학길 1,033-248-1072,033-248-1073,09:00~18:00,미운영
21545,24206,춘천신북우체국,강원청,춘천우체국,강원특별자치도 춘천시 신북읍 율문1길 16-4,033-243-9957,033-243-1401,09:00~18:00,09:00~16:30
21554,24461,춘천서면우체국,강원청,춘천우체국,강원특별자치도 춘천시 서면 박사로 914-8,033-243-9955,033-243-2001,09:00~18:00,09:00~16:30
64255,52501,사천곤명우체국,부산청,사천우체국,경남 사천시 곤명면 경서대로 3421,055-853-2251,055-853-2213,09:00~18:00,09:00~16:30
64273,52536,사천사남우체국,부산청,사천우체국,경남 사천시 사남면 진삼로 1130,055-854-4360,055-854-8969,09:00~18:00,09:00~16:30
31694,28570,청주봉명동우체국,충청청,서청주우체국,충북 청주시 흥덕구 직지대로 604(봉명동),043-268-6100,043-268-0996,09:00~18:00,09:00~16:30
61370,46720,부산대저2동우체국,부산청,부산강서우체국,"부산 강서구 공항로811번길 34 (대저2동, 부산대저2동우체국)",051-973-0805,051-973-4898,09:00~18:00,09:00~16:30
50831,57503,옥과우체국,전남청,곡성우체국,전남 곡성군 옥과면 대학로 139-2,061-362-5002,061-363-1337,09:00~18:00,09:00~16:30
52522,57549,죽곡우체국,전남청,곡성우체국,전남 곡성군 죽곡면 오죽로 25,061-362-4502,0505-005-1868,09:00~18:00,09:00~16:30
52513,57544,곡성오곡우체국,전남청,곡성우체국,전남 곡성군 오곡면 기차마을로 130,061-362-0001,061-363-1377,09:00~18:00,09:00~16:30
52531,57521,삼기우체국,전남청,곡성우체국,전남 곡성군 삼기면 원등1길 63,061-362-2002,061-363-4862,09:00~18:00,09:00~16:30
52559,57513,입면우체국,전남청,곡성우체국,전남 곡성군 입면 청계동로 1215,061-362-6002,061-363-6602,09:00~18:00,09:00~16:30
31318,31800,당진정미우체국,충청청,당진우체국,충남 당진시 정미면 정미로 706-1 (천의리),041-353-2001,041-353-3010,09:00~18:00,09:00~16:30
63427,46769,부산가덕도동우편취급국,부산청,부산강서우체국,부산 강서구 동선1길 12-5,051-941-5075,051-941-5076,09:00~18:00,미운영
70879,42029,대구범어2동우체국,경북청,대구수성우체국,대구 수성구 달구벌대로 2465(범어동),053-756-8361,053-745-7303,09:00~18:00,09:00~16:30
70888,42027,대구법원우체국,경북청,대구수성우체국,대구 수성구 동대구로 364,053-743-0440,053-745-8991,09:00~18:00,09:00~16:30
70897,42012,대구범어3동우체국,경북청,대구수성우체국,대구 수성구 동대구로 401(범어동),053-751-1494,053-745-7553,09:00~18:00,09:00~16:30
70904,42047,대구만촌1동우체국,경북청,대구수성우체국,대구 수성구 국채보상로 1075(만촌동),053-742-0900,053-745-2874,09:00~18:00,09:00~16:30
70922,42113,대구황금동우체국,경북청,대구수성우체국,대구 수성구 청수로 243(황금동),053-763-0177,053-761-8997,09:00~18:00,09:00~16:30
70931,42155,대구중동우체국,경북청,대구수성우체국,대구 수성구 들안로 137,053-764-0014,053-762-8377,09:00~18:00,09:00~16:30
70940,42164,대구상동우체국,경북청,대구수성우체국,대구 수성구 수성로 82,053-766-8077,053-761-5230,09:00~18:00,09:00~16:30
70959,42237,대구파동우체국,경북청,대구수성우체국,대구 수성구 파동로 59,053-765-0114,053-762-9267,09:00~18:00,09:00~16:30
70968,42196,대구지산동우체국,경북청,대구수성우체국,대구 수성구 지범로 149,053-782-2314,053-783-3191,09:00~18:00,09:00~16:30
70977,42241,대구범물동우체국,경북청,대구수성우체국,대구 수성구 범안로16길 6(범물동),053-784-9356,053-783-6588,09:00~18:00,09:00~16:30
70986,42257,대구신매동우체국,경북청,대구수성우체국,대구 수성구 달구벌대로 3182,053-793-6001,053-793-5507,09:00~18:00,09:00~16:30
74448,42088,대구대동우편취급국,경북청,대구수성우체국,대구 수성구 범어로 76(범어동),053-752-0444,053-755-4900,09:00~18:00,미운영
43550,16824,용인동천동우체국,경인청,용인수지우체국,경기 용인시 수지구 고기로45번길 62(동천동),031-262-0002,031-262-0420,09:00~18:00,09:00~16:30
43783,12990,하남감북동우체국,경인청,하남우체국,경기 하남시 감북로 26 (감일동),02-485-0205,02-484-2,02-478-0205,09:00~18:00
22266,25926,삼척교동우편취급국,강원청,삼척우체국,강원특별자치도 삼척시 정상안1길 8-6,033-575-0609,미운영,09:00~18:00,미운영
65841,51515,창원중앙동우편취급국,부산청,창원우체국,"경남 창원시 성산구 중앙대로 95, 기산파라다이스빌딩 1층 132호",055-275-2005,055-275-2114,09:00~18:00,미운영
33545,31703,석문우체국,충청청,당진우체국,충남 당진시 석문면 통정3길 7 (통정리),041-353-9001,041-353-9006,09:00~18:00,09:00~16:30
62742,44974,울산온양우체국,부산청,남울산우체국,울산 울주군 온양읍 남창2길 20,052-238-3500,052-238-6268,09:00~18:00,09:00~16:30
10686,02539,서울전농동우체국,서울청,동대문우체국,서울 동대문구 전농로 131 (전농동),02-2245-0205,02-2244-6690,09:00~18:00,09:00~16:30
11147,06284,서울은마아파트우체국,서울청,서울강남우체국,서울 강남구 삼성로 212(대치동),02-566-0400,02-566-2609,09:00~18:00,09:00~16:30
11585,04383,국방부구내우편취급국,서울청,서울용산우체국,서울 용산구 이태원로 22,02-798-9007,02-798-9006,09:00~18:00,미운영
62733,45005,울산온산우체국,부산청,남울산우체국,울산 울주군 온산읍 덕신로 244,052-238-2005,052-238-9085,09:00~18:00,09:00~16:30
66366,44614,울산무거2동우체국,부산청,남울산우체국,울산 남구 옥현로58번길 19,052-277-7801,052-277-7803,09:00~18:00,09:00~16:30
62591,44635,울산무거동우체국,부산청,남울산우체국,울산 남구 삼호로 71,052-224-2005,052-224-0241,09:00~18:00,09:00~16:30
66357,44705,울산삼산동우체국,부산청,남울산우체국,울산 남구 삼산중로100번길 27,052-256-0308,052-256-0310,09:00~18:00,09:00~16:30
62546,44739,울산신정4동우체국,부산청,남울산우체국,울산 남구 수암로 81,052-267-2005,052-267-3166,09:00~18:00,09:00~16:30
66642,44672,울산신정동우체국,부산청,남울산우체국,울산 남구 중앙로 219,052-272-0002,052-272-0100,09:00~18:00,09:00~16:30
62564,44752,울산야음동우체국,부산청,남울산우체국,울산 남구 수암로 256,052-274-0800,052-274-2212,09:00~18:00,09:00~16:30
62582,44648,울산옥동우체국,부산청,남울산우체국,울산 남구 거마로5번길 17,052-276-8200,052-276-1173,09:00~18:00,09:00~16:30
62573,44780,울산장생포동우체국,부산청,남울산우체국,울산 남구 장생포고래로 193-1,052-261-7600,052-258-2987,09:00~18:00,09:00~16:30
63329,44643,울산지방법원우체국,부산청,남울산우체국,울산 남구 법대로 55,052-272-2005,052-272-1779,09:00~18:00,09:00~16:30
